Particle_ID,X_Coord,Y_Coord,Z_Coord
107,2.94765e+04,2.92837e+04,2.52696e+01
108,2.97294e+04,2.92581e+04,1.13252e+01
109,2.97297e+04,2.92554e+04,5.83282e+00
110,2.94765e+04,2.94338e+04,9.23636e+02
111,2.94765e+04,2.93436e+04,9.03683e+02
112,2.94765e+04,2.93441e+04,9.39715e+02
113,2.94765e+04,2.93755e+04,9.22656e+02
114,2.94765e+04,2.93494e+04,2.68919e+02
115,2.94765e+04,2.93491e+04,3.03757e+02
116,2.94765e+04,2.93774e+04,2.88362e+02
117,2.94765e+04,2.94338e+04,8.49628e+02
118,2.94765e+04,2.94338e+04,7.75193e+02
119,2.94765e+04,2.93742e+04,3.77166e+01
120,2.94765e+04,2.93752e+04,4.87070e+01
121,2.94765e+04,2.93756e+04,4.11758e+01
122,2.94765e+04,2.94339e+04,7.00934e+02
123,2.94765e+04,2.94340e+04,6.26660e+02
124,2.94765e+04,2.93448e+04,6.40261e+02
125,2.94765e+04,2.93447e+04,6.77622e+02
126,2.94765e+04,2.93750e+04,6.60354e+02
127,2.94765e+04,2.94342e+04,5.52308e+02
128,2.94765e+04,2.94344e+04,4.77777e+02
129,2.94765e+04,2.94347e+04,4.03009e+02
130,2.94765e+04,2.94348e+04,3.28355e+02
131,2.94765e+04,2.93668e+04,4.19507e+01
132,2.94765e+04,2.93651e+04,4.62707e+01
133,2.94765e+04,2.93614e+04,5.45713e+01
134,2.94765e+04,2.94337e+04,2.55528e+02
135,2.94765e+04,2.94319e+04,1.89267e+02
136,2.94765e+04,2.93202e+04,1.44653e+02
137,2.94765e+04,2.93255e+04,1.60031e+02
138,2.94765e+04,2.93405e+04,1.59203e+02
139,2.94765e+04,2.94391e+04,1.37353e+02
140,2.94765e+04,2.94477e+04,1.02079e+02
141,2.94765e+04,2.94544e+04,7.46136e+01
142,2.94765e+04,2.93677e+04,3.65019e+01
143,2.94765e+04,2.93654e+04,5.03927e+01
144,2.96483e+04,2.92206e+04,8.75933e+00
145,2.96238e+04,2.91801e+04,1.67532e+01
146,2.94765e+04,2.92662e+04,1.61106e+01
147,2.94765e+04,2.93451e+04,5.65622e+02
148,2.94765e+04,2.93449e+04,6.02901e+02
149,2.94765e+04,2.93753e+04,5.85799e+02
150,2.94765e+04,2.93102e+04,1.20877e+02
151,2.94765e+04,2.93148e+04,1.31137e+02
152,2.94765e+04,2.93320e+04,1.35301e+02
153,2.94765e+04,2.93781e+04,5.61874e+01
154,2.94765e+04,2.93775e+04,6.48635e+01
155,2.94765e+04,2.93806e+04,5.98073e+01
156,2.94765e+04,2.93615e+04,5.20084e+01
157,2.94765e+04,2.93394e+04,1.72777e+02
158,2.94765e+04,2.93754e+04,7.55592e+01
159,2.94765e+04,2.90948e+04,1.46392e+02
160,2.94765e+04,2.94366e+04,9.57019e+02
161,2.94765e+04,2.93776e+04,3.80488e+01
162,2.94765e+04,2.93830e+04,5.45845e+01
163,2.94765e+04,2.93780e+04,3.82696e+01
164,2.98046e+04,2.91363e+04,2.75643e+01
165,2.95871e+04,2.90965e+04,1.00102e+02
166,2.94765e+04,2.91555e+04,9.61003e+01
167,2.94765e+04,2.93786e+04,1.78546e+01
168,2.94765e+04,2.93767e+04,2.02235e+01
169,2.94765e+04,2.93752e+04,3.08201e+01
170,2.94765e+04,2.92726e+04,3.12613e+01
171,2.97237e+04,2.91242e+04,5.50093e+00
172,2.94765e+04,2.93371e+04,1.45887e+02
173,2.94765e+04,2.93450e+04,1.07738e+02
174,2.94765e+04,2.93306e+04,1.20882e+02
175,2.94765e+04,2.93092e+04,1.13737e+02
176,2.94765e+04,2.93274e+04,1.26261e+02
177,2.94765e+04,2.93602e+04,9.25010e+01
178,2.94765e+04,2.93764e+04,2.54303e+02
179,2.94765e+04,2.93777e+04,3.24533e+02
180,2.94765e+04,2.93664e+04,2.09133e+01
181,2.98158e+04,2.93019e+04,4.01569e+01
182,2.98618e+04,2.92917e+04,1.61911e+01
183,2.94765e+04,2.93737e+04,5.21059e+01
184,2.94765e+04,2.93736e+04,4.06081e+01
185,2.94765e+04,2.93331e+04,2.53615e+01
186,2.94765e+04,2.93481e+04,2.77336e+01
187,2.94765e+04,2.92911e+04,2.00601e+01
188,2.94765e+04,2.92913e+04,2.32680e+01
189,2.94765e+04,2.93183e+04,2.63153e+01
190,2.94765e+04,2.93689e+04,3.79660e+01
191,2.94765e+04,2.93669e+04,5.00587e+01
192,2.94765e+04,2.93685e+04,5.00593e+01
193,2.96848e+04,2.92791e+04,1.79661e+01
194,2.95731e+04,2.90810e+04,6.36965e+01
195,2.94765e+04,2.90905e+04,1.63858e+02
196,2.94765e+04,2.93276e+04,2.78739e+01
197,2.98407e+04,2.92447e+04,2.58633e+01
198,2.94765e+04,2.93522e+04,5.99515e+01
199,2.94765e+04,2.94338e+04,8.86922e+02
200,2.94765e+04,2.93065e+04,2.85707e+01
201,2.94765e+04,2.91014e+04,1.58724e+02
202,2.94765e+04,2.92780e+04,3.36115e+01
203,2.94765e+04,2.92545e+04,5.79846e+01
204,2.94765e+04,2.92168e+04,1.40709e+01
205,2.94765e+04,2.94338e+04,8.12370e+02
206,2.94765e+04,2.94339e+04,7.38045e+02
207,2.94765e+04,2.94340e+04,6.63809e+02
208,2.98078e+04,2.91969e+04,1.92984e+01
209,2.97711e+04,2.91330e+04,1.58354e+01
210,2.97800e+04,2.91563e+04,3.33466e+01
211,2.94765e+04,2.90823e+04,1.25975e+02
212,2.94765e+04,2.94341e+04,5.89497e+02
213,2.94765e+04,2.94343e+04,5.15070e+02
214,2.94765e+04,2.94345e+04,4.40416e+02
215,2.94765e+04,2.94439e+04,1.17381e+02
216,2.94765e+04,2.94506e+04,9.04462e+01
217,2.94765e+04,2.94526e+04,8.15900e+01
218,2.94765e+04,2.94556e+04,6.90482e+01
219,2.94765e+04,2.94579e+04,6.14203e+01
220,2.94765e+04,2.94571e+04,6.49278e+01
221,2.97690e+04,2.91306e+04,4.49888e+01
222,2.94765e+04,2.91000e+04,1.40013e+02
223,2.98337e+04,2.91324e+04,3.38437e+01
224,2.94765e+04,2.94348e+04,3.65625e+02
225,2.94765e+04,2.94345e+04,2.91517e+02
226,2.94765e+04,2.93770e+04,3.99238e+02
227,2.94765e+04,2.93761e+04,4.73953e+02
228,2.94765e+04,2.93755e+04,5.48522e+02
229,2.94765e+04,2.93752e+04,6.23056e+02
230,2.94765e+04,2.93749e+04,6.97736e+02
231,2.94765e+04,2.93748e+04,7.72593e+02
232,2.94765e+04,2.93748e+04,8.47822e+02
233,2.94765e+04,2.93721e+04,9.55953e+02
234,2.94765e+04,2.93750e+04,8.85592e+02
235,2.94765e+04,2.94321e+04,2.20832e+02
236,2.94765e+04,2.94347e+04,1.60956e+02
237,2.94765e+04,2.93874e+04,9.83269e+02
238,2.94765e+04,2.93736e+04,7.27007e+01
239,2.94765e+04,2.93803e+04,6.73138e+01
240,2.94765e+04,2.92835e+04,2.06446e+01
241,2.94765e+04,2.92917e+04,2.58107e+01
242,2.94765e+04,2.91305e+04,1.81644e+02
243,2.95405e+04,2.91005e+04,5.85473e+01
244,2.97506e+04,2.92198e+04,1.23535e+01
245,2.94765e+04,2.92675e+04,2.97801e+01
246,2.94765e+04,2.90772e+04,1.10892e+02
247,2.94765e+04,2.91941e+04,1.73906e+01
248,2.94765e+04,2.91929e+04,5.41333e+01
249,2.96334e+04,2.92650e+04,4.62701e+01
250,2.95628e+04,2.92504e+04,1.70729e+01
251,2.95183e+04,2.92263e+04,2.59211e+01
252,2.94765e+04,2.93566e+04,5.78979e+01
253,2.95800e+04,2.90791e+04,2.44566e+01
254,2.94765e+04,2.90832e+04,1.37075e+02
255,2.94765e+04,2.90830e+04,1.37157e+02
256,2.94765e+04,2.93443e+04,8.65644e+02
257,2.97987e+04,2.92477e+04,2.32203e+01
258,2.94765e+04,2.93301e+04,2.61883e+01
259,2.94765e+04,2.93418e+04,3.04687e+01
260,2.94765e+04,2.93696e+04,3.56228e+01
261,2.94765e+04,2.93700e+04,5.00678e+01
262,2.94765e+04,2.94064e+04,3.82481e+02
263,2.94765e+04,2.93584e+04,1.57212e+02
264,2.94765e+04,2.94014e+04,2.04650e+02
265,2.94765e+04,2.92936e+04,3.61704e+01
266,2.94765e+04,2.92192e+04,7.08903e+01
267,2.94765e+04,2.91967e+04,1.12969e+02
268,2.94765e+04,2.91595e+04,9.31973e+01
269,2.97839e+04,2.91114e+04,6.73375e+01
270,2.94765e+04,2.91946e+04,8.07951e+01
271,2.94765e+04,2.93784e+04,4.95494e+01
272,2.94765e+04,2.93876e+04,1.25343e+01
273,2.94765e+04,2.93750e+04,2.23786e+02
274,2.94765e+04,2.93595e+04,1.43295e+02
275,2.94765e+04,2.92758e+04,3.36069e+01
276,2.94765e+04,2.93714e+04,3.80730e+01
277,2.94765e+04,2.93713e+04,4.87503e+01
278,2.94765e+04,2.93722e+04,5.14510e+01
279,2.96205e+04,2.92538e+04,4.03157e+01
280,2.94765e+04,2.94038e+04,2.37663e+02
281,2.94765e+04,2.94065e+04,3.45140e+02
282,2.94765e+04,2.93760e+04,3.32679e+01
283,2.94765e+04,2.93768e+04,4.55450e+01
284,2.94765e+04,2.93686e+04,1.98675e+02
285,2.94765e+04,2.93683e+04,3.65670e+01
286,2.94765e+04,2.94047e+04,8.30130e+02
287,2.94765e+04,2.94050e+04,6.43490e+02
288,2.94765e+04,2.94047e+04,7.92638e+02
289,2.94765e+04,2.94053e+04,5.31791e+02
290,2.94765e+04,2.94051e+04,6.06264e+02
291,2.94765e+04,2.94058e+04,4.57199e+02
292,2.94765e+04,2.94050e+04,9.06743e+02
293,2.94765e+04,2.94049e+04,6.80710e+02
294,2.94765e+04,2.94052e+04,5.69036e+02
295,2.94765e+04,2.94048e+04,7.17980e+02
296,2.94765e+04,2.94056e+04,4.94507e+02
297,2.94765e+04,2.93764e+04,5.27344e+01
298,2.94765e+04,2.91683e+04,2.36087e+01
299,2.94765e+04,2.94061e+04,3.08332e+02
300,2.94765e+04,2.93589e+04,1.11206e+02
301,2.94765e+04,2.92146e+04,9.88147e+01
302,2.94765e+04,2.93734e+04,3.09543e+01
303,2.94765e+04,2.93719e+04,2.70792e+01
304,2.95661e+04,2.93697e+04,2.76323e+01
305,2.94765e+04,2.93583e+04,1.76149e+02
306,2.94765e+04,2.94058e+04,9.48455e+02
307,2.94765e+04,2.94054e+04,2.72468e+02
308,2.94765e+04,2.94061e+04,4.19863e+02
309,2.94765e+04,2.91777e+04,1.14078e+02
310,2.98553e+04,2.91650e+04,2.31903e+01
311,2.98465e+04,2.91525e+04,2.82387e+01
312,2.94765e+04,2.93545e+04,1.20061e+02
313,2.94765e+04,2.93727e+04,4.10566e+01
314,2.94765e+04,2.92769e+04,3.43467e+01
315,2.94765e+04,2.93705e+04,3.79009e+01
316,2.94765e+04,2.93635e+04,1.02110e+02
317,2.94765e+04,2.94048e+04,8.67907e+02
318,2.94765e+04,2.94048e+04,7.55269e+02
319,2.94765e+04,2.94060e+04,1.72434e+02
320,2.94765e+04,2.93740e+04,8.51442e+01
321,2.94765e+04,2.93471e+04,1.26706e+02
322,2.94765e+04,2.94505e+04,6.11369e+01
323,2.94765e+04,2.94433e+04,7.56703e+01
324,2.94765e+04,2.93803e+04,5.19470e+01
325,2.94765e+04,2.93766e+04,3.50270e+01
326,2.97825e+04,2.92239e+04,1.73481e+01
327,2.94765e+04,2.94211e+04,1.23750e+02
328,2.94765e+04,2.94353e+04,9.23130e+01
329,2.94765e+04,2.93838e+04,6.13321e+01
330,2.96803e+04,2.92712e+04,1.87017e+01
331,2.94765e+04,2.90957e+04,1.76459e+02
332,2.94765e+04,2.93798e+04,7.63741e+01
333,2.94765e+04,2.93487e+04,1.33230e+02
334,2.94765e+04,2.93684e+04,9.37856e+01
335,2.98608e+04,2.91740e+04,2.01103e+01
336,2.94765e+04,2.91929e+04,5.41536e+01
337,2.94765e+04,2.94395e+04,8.29380e+01
338,2.94765e+04,2.94487e+04,6.49122e+01
339,2.94765e+04,2.94287e+04,1.05934e+02
340,2.94765e+04,2.94463e+04,6.95327e+01
341,2.96867e+04,2.92834e+04,1.01151e+01
342,2.94765e+04,2.94106e+04,1.45723e+02
343,2.94765e+04,2.93841e+04,6.79750e+01
344,2.94765e+04,2.93773e+04,1.68118e+02
345,2.98412e+04,2.91426e+04,2.93533e+01
346,2.94765e+04,2.93266e+04,2.44574e+01
347,2.94765e+04,2.92958e+04,2.39274e+01
348,2.94765e+04,2.91111e+04,1.84488e+02
349,2.94765e+04,2.91965e+04,1.30039e+02
350,2.94765e+04,2.93747e+04,2.90076e+01
351,2.94765e+04,2.93829e+04,1.84559e+02
352,2.94765e+04,2.93839e+04,1.54324e+02
353,2.94765e+04,2.93769e+04,3.26798e+01
354,2.94765e+04,2.93705e+04,1.29041e+02
355,2.94765e+04,2.93168e+04,6.89532e+01
356,2.97982e+04,2.92474e+04,7.17941e+01
357,2.94765e+04,2.93839e+04,8.32690e+01
358,2.94765e+04,2.94308e+04,7.43617e+01
359,2.94765e+04,2.94090e+04,1.07436e+02
360,2.94765e+04,2.93777e+04,1.02468e+02
361,2.94765e+04,2.93670e+04,2.40116e+01
362,2.94765e+04,2.93839e+04,1.39706e+02
363,2.94765e+04,2.93871e+04,7.50443e+01
364,2.94765e+04,2.93798e+04,9.26654e+01
365,2.94765e+04,2.94263e+04,8.12688e+01
366,2.94765e+04,2.94364e+04,6.94801e+01
367,2.94765e+04,2.94202e+04,9.21306e+01
368,2.94765e+04,2.93740e+04,1.14305e+02
369,2.94765e+04,2.93987e+04,1.27313e+02
370,2.94765e+04,2.93882e+04,6.02348e+01
371,2.94765e+04,2.94446e+04,6.04799e+01
372,2.94765e+04,2.93661e+04,2.93138e+01
373,2.94765e+04,2.93891e+04,6.65941e+01
374,2.94765e+04,2.92088e+04,1.06226e+02
375,2.94765e+04,2.90909e+04,1.68038e+02
376,2.94765e+04,2.93662e+04,3.29881e+01
377,2.94765e+04,2.94401e+04,6.41096e+01
378,2.94765e+04,2.93724e+04,3.28399e+01
379,2.94765e+04,2.93744e+04,2.66429e+01
380,2.98616e+04,2.92921e+04,5.92788e+00
381,2.94765e+04,2.93932e+04,7.89748e+01
382,2.94765e+04,2.93795e+04,1.30772e+01
383,2.95963e+04,2.93538e+04,1.10266e+01
384,2.94765e+04,2.93736e+04,2.23358e+01
385,2.94765e+04,2.93716e+04,1.73909e+01
386,2.94765e+04,2.93707e+04,2.12739e+01
387,2.94765e+04,2.93731e+04,1.93767e+01
388,2.94765e+04,2.93689e+04,1.36288e+01
389,2.94765e+04,2.91783e+04,1.10509e+01
390,2.95685e+04,2.93393e+04,2.10169e+01
391,2.97939e+04,2.92422e+04,1.08743e+01
392,2.94765e+04,2.93740e+04,1.95149e+01
393,2.94765e+04,2.93464e+04,2.00980e+01
394,2.95825e+04,2.93056e+04,9.78261e+00
395,2.94765e+04,2.94248e+04,6.63472e+01
396,2.94765e+04,2.93938e+04,1.01028e+02
397,2.98125e+04,2.92874e+04,5.50290e+00
398,2.94765e+04,2.94453e+04,5.71112e+01
399,2.94765e+04,2.93894e+04,1.16078e+02
400,2.94765e+04,2.93963e+04,6.68471e+01
401,2.94765e+04,2.93727e+04,2.27505e+01
402,2.94765e+04,2.93711e+04,1.40688e+01
403,2.96961e+04,2.93498e+04,1.89536e+01
404,2.95718e+04,2.93603e+04,2.87488e+01
405,2.94765e+04,2.92950e+04,1.30280e+01
406,2.94765e+04,2.93478e+04,2.59984e+01
407,2.94765e+04,2.92402e+04,5.96936e+01
408,2.95732e+04,2.93629e+04,2.85791e+01
409,2.95760e+04,2.93517e+04,2.53628e+01
410,2.94765e+04,2.93708e+04,2.82008e+01
411,2.94765e+04,2.93923e+04,8.96743e+01
412,2.94765e+04,2.94194e+04,6.83984e+01
413,2.95784e+04,2.93557e+04,2.57339e+01
414,2.94765e+04,2.93712e+04,2.82139e+01
415,2.94765e+04,2.93926e+04,5.67700e+01
416,2.94765e+04,2.93689e+04,1.91837e+01
417,2.94765e+04,2.93837e+04,5.26814e+01
418,2.94765e+04,2.93715e+04,1.06944e+01
419,2.94765e+04,2.93943e+04,6.27351e+01
420,2.94765e+04,2.94319e+04,6.42722e+01
421,2.94765e+04,2.94156e+04,7.60618e+01
422,2.94765e+04,2.94323e+04,5.35908e+01
423,2.94765e+04,2.94296e+04,5.45239e+01
424,2.94765e+04,2.94303e+04,5.97499e+01
425,2.96925e+04,2.93560e+04,1.88327e+01
426,2.94765e+04,2.93728e+04,2.56912e+01
427,2.94765e+04,2.94268e+04,5.43194e+01
428,2.94765e+04,2.94237e+04,5.78315e+01
429,2.94765e+04,2.94350e+04,5.88499e+01
430,2.94765e+04,2.94397e+04,5.88476e+01
431,2.94765e+04,2.94370e+04,5.37243e+01
432,2.94765e+04,2.94341e+04,5.20429e+01
433,2.94765e+04,2.94410e+04,5.56745e+01
434,2.94765e+04,2.94078e+04,8.88446e+01
435,2.94765e+04,2.93888e+04,5.56373e+01
436,2.94765e+04,2.93852e+04,5.09138e+01
437,2.94765e+04,2.93817e+04,4.74032e+01
438,2.94765e+04,2.94038e+04,7.83228e+01
439,2.94765e+04,2.94026e+04,5.79999e+01
440,2.94765e+04,2.93859e+04,4.19370e+01
441,2.94765e+04,2.93871e+04,4.57838e+01
442,2.94765e+04,2.93904e+04,4.19456e+01
443,2.94765e+04,2.93952e+04,2.39172e+01
444,2.94765e+04,2.93902e+04,2.63745e+01
445,2.94765e+04,2.93939e+04,2.75260e+01
446,2.94765e+04,2.94198e+04,2.79172e+01
447,2.94765e+04,2.94457e+04,4.12548e+01
448,2.94765e+04,2.94512e+04,5.11195e+01
449,2.94765e+04,2.94496e+04,2.86627e+01
450,2.94765e+04,2.94600e+04,5.36318e+01
451,2.94765e+04,2.93951e+04,5.20580e+01
452,2.94765e+04,2.94217e+04,5.96821e+01
453,2.94765e+04,2.94117e+04,5.63696e+01
454,2.94765e+04,2.93828e+04,3.56351e+01
455,2.94765e+04,2.93860e+04,3.77462e+01
456,2.94765e+04,2.94013e+04,7.18184e+01
457,2.94765e+04,2.94154e+04,4.56101e+01
458,2.94765e+04,2.94207e+04,2.52489e+01
459,2.94765e+04,2.93917e+04,4.66289e+01
460,2.94765e+04,2.94143e+04,5.37579e+01
461,2.94765e+04,2.93987e+04,5.26479e+01
462,2.94765e+04,2.93856e+04,3.14609e+01
463,2.94765e+04,2.94249e+04,5.30745e+01
464,2.94765e+04,2.94178e+04,5.14538e+01
465,2.94765e+04,2.93884e+04,5.00398e+01
466,2.94765e+04,2.93913e+04,5.11456e+01
467,2.94765e+04,2.94212e+04,5.21178e+01
468,2.94765e+04,2.94117e+04,4.27565e+01
469,2.94765e+04,2.94091e+04,6.49848e+01
470,2.94765e+04,2.94005e+04,4.67512e+01
471,2.94765e+04,2.94117e+04,3.67112e+01
472,2.94765e+04,2.94073e+04,3.34624e+01
473,2.94765e+04,2.93953e+04,4.56557e+01
474,2.94765e+04,2.94033e+04,3.52009e+01
475,2.94765e+04,2.93890e+04,3.40895e+01
476,2.94765e+04,2.94023e+04,1.62470e+01
477,2.94765e+04,2.93924e+04,4.00766e+01
478,2.94765e+04,2.94094e+04,2.78524e+01
479,2.94765e+04,2.94323e+04,2.97051e+01
480,2.94765e+04,2.94056e+04,5.26539e+01
481,2.94765e+04,2.94092e+04,2.28722e+01
482,2.94765e+04,2.93968e+04,3.53084e+01
483,2.94765e+04,2.93992e+04,2.96593e+01
484,2.94765e+04,2.92176e+04,9.79123e+02
485,2.94765e+04,2.93130e+04,9.87051e+02
486,2.94765e+04,2.94348e+04,4.45582e+01
487,2.94765e+04,2.94370e+04,4.44418e+01
488,2.94765e+04,2.94349e+04,4.13790e+01
489,2.94765e+04,2.93263e+04,2.49417e+02
490,2.94765e+04,2.92273e+04,2.41570e+02
491,2.94765e+04,2.92079e+04,2.61557e+02
492,2.94765e+04,2.92304e+04,2.66077e+02
493,2.94765e+04,2.92242e+04,2.16379e+02
494,2.94765e+04,2.92183e+04,2.32896e+02
495,2.94765e+04,2.92376e+04,2.19578e+02
496,2.94765e+04,2.93733e+04,6.76495e+01
497,2.94765e+04,2.93070e+04,1.42958e+02
498,2.94765e+04,2.91717e+04,1.59657e+02
499,2.94765e+04,2.92011e+04,1.51542e+02
500,2.94765e+04,2.91974e+04,1.52999e+02
501,2.94765e+04,2.93184e+04,9.57516e+02
502,2.94765e+04,2.93981e+04,1.15582e+01
503,2.94765e+04,2.91851e+04,9.20614e+02
504,2.94765e+04,2.91856e+04,9.55033e+02
505,2.94765e+04,2.92162e+04,9.39354e+02
506,2.94765e+04,2.91978e+04,1.10137e+02
507,2.94765e+04,2.91762e+04,1.44721e+02
508,2.94765e+04,2.91792e+04,1.42471e+02
509,2.94765e+04,2.93137e+04,5.12000e+02
510,2.94765e+04,2.91877e+04,4.57202e+02
511,2.94765e+04,2.91868e+04,4.93489e+02
512,2.94765e+04,2.92170e+04,4.72391e+02
513,2.94765e+04,2.93834e+04,4.34913e+01
514,2.94765e+04,2.93861e+04,4.88498e+01
515,2.94765e+04,2.93061e+04,1.01906e+02
516,2.94765e+04,2.91865e+04,5.29397e+02
517,2.94765e+04,2.91862e+04,5.65647e+02
518,2.94765e+04,2.92179e+04,5.43535e+02
519,2.94765e+04,2.93801e+04,4.03476e+01
520,2.94765e+04,2.91860e+04,6.01806e+02
521,2.94765e+04,2.91858e+04,6.37988e+02
522,2.94765e+04,2.92176e+04,6.16348e+02
523,2.94765e+04,2.93316e+04,9.89459e+01
524,2.94765e+04,2.91856e+04,6.74006e+02
525,2.94765e+04,2.91856e+04,7.09872e+02
526,2.94765e+04,2.92173e+04,6.88915e+02
527,2.94765e+04,2.93132e+04,7.72969e+02
528,2.94765e+04,2.93162e+04,4.37467e+02
529,2.94765e+04,2.91855e+04,7.45531e+02
530,2.94765e+04,2.91854e+04,7.80917e+02
531,2.94765e+04,2.92172e+04,7.60886e+02
532,2.94765e+04,2.91854e+04,8.16125e+02
533,2.94765e+04,2.91853e+04,8.51070e+02
534,2.94765e+04,2.92170e+04,8.32068e+02
535,2.94765e+04,2.93172e+04,3.61217e+02
536,2.94765e+04,2.93550e+04,8.45930e+01
537,2.94765e+04,2.92148e+04,1.43665e+02
538,2.94765e+04,2.92207e+04,1.61940e+02
539,2.94765e+04,2.92251e+04,1.51005e+02
540,2.94765e+04,2.93227e+04,2.85567e+02
541,2.94765e+04,2.94286e+04,3.48171e+01
542,2.94765e+04,2.94282e+04,3.34548e+01
543,2.94765e+04,2.94287e+04,4.63800e+01
544,2.94765e+04,2.92247e+04,1.75873e+02
545,2.94765e+04,2.92276e+04,1.87912e+02
546,2.94765e+04,2.92376e+04,1.75423e+02
547,2.94765e+04,2.93133e+04,6.98658e+02
548,2.94765e+04,2.91968e+04,1.06581e+02
549,2.94765e+04,2.92114e+04,5.37555e+01
550,2.94765e+04,2.92111e+04,7.73464e+01
551,2.94765e+04,2.91923e+04,8.07999e+01
552,2.94765e+04,2.90807e+04,1.27174e+02
553,2.95877e+04,2.90976e+04,1.10733e+02
554,2.95132e+04,2.92048e+04,1.93799e+01
555,2.97744e+04,2.91891e+04,1.28535e+02
556,2.97798e+04,2.92003e+04,1.26387e+02
557,2.94765e+04,2.92056e+04,1.04462e+02
558,2.94765e+04,2.92067e+04,1.05774e+02
559,2.94765e+04,2.92102e+04,1.11721e+02
560,2.94765e+04,2.92083e+04,1.01602e+01
561,2.94765e+04,2.92538e+04,2.60725e+01
562,2.94765e+04,2.90884e+04,1.30830e+02
563,2.94765e+04,2.93148e+04,1.77370e+02
564,2.94765e+04,2.91280e+04,1.73859e+02
565,2.97678e+04,2.91412e+04,4.00315e+01
566,2.96711e+04,2.90979e+04,1.18388e+01
567,2.94765e+04,2.93135e+04,6.24372e+02
568,2.94765e+04,2.93123e+04,8.85708e+02
569,2.94765e+04,2.92830e+04,4.06949e+01
570,2.94765e+04,2.92074e+04,3.02383e+01
571,2.94765e+04,2.91628e+04,7.57688e+01
572,2.94765e+04,2.93360e+04,1.20446e+01
573,2.97843e+04,2.93827e+04,3.46361e+01
574,2.94765e+04,2.92963e+04,1.14500e+02
575,2.94765e+04,2.92028e+04,2.87824e+02
576,2.94765e+04,2.91974e+04,3.18047e+02
577,2.94765e+04,2.92281e+04,2.96548e+02
578,2.94765e+04,2.94301e+04,4.62051e+01
579,2.94765e+04,2.94272e+04,4.49567e+01
580,2.94765e+04,2.91939e+04,3.51631e+02
581,2.94765e+04,2.91915e+04,3.86626e+02
582,2.94765e+04,2.92234e+04,3.64720e+02
583,2.95876e+04,2.90974e+04,8.61950e+01
584,2.94765e+04,2.91865e+04,9.86987e+02
585,2.94765e+04,2.94458e+04,5.10871e+01
586,2.94765e+04,2.94417e+04,4.86430e+01
587,2.94765e+04,2.94445e+04,5.15645e+01
588,2.94765e+04,2.93668e+04,7.50433e+01
589,2.94765e+04,2.93107e+04,1.57842e+02
590,2.94765e+04,2.92524e+04,9.85033e+02
591,2.94765e+04,2.91774e+04,1.62011e+02
592,2.94765e+04,2.93763e+04,6.09634e+01
593,2.94765e+04,2.92078e+04,1.62401e+01
594,2.97694e+04,2.91303e+04,4.93907e+01
595,2.94765e+04,2.91811e+04,7.70265e+01
596,2.94765e+04,2.91653e+04,7.71096e+01
597,2.94765e+04,2.91852e+04,8.85857e+02
598,2.94765e+04,2.92160e+04,9.02584e+02
599,2.94765e+04,2.92171e+04,7.96576e+02
600,2.94765e+04,2.92166e+04,8.67280e+02
601,2.94765e+04,2.92172e+04,7.24973e+02
602,2.94765e+04,2.90866e+04,1.29482e+02
603,2.96036e+04,2.91116e+04,6.89596e+01
604,2.94765e+04,2.91958e+04,8.09952e+01
605,2.94765e+04,2.94505e+04,5.77577e+01
606,2.94765e+04,2.90735e+04,1.22902e+02
607,2.94765e+04,2.90815e+04,1.30319e+02
608,2.94765e+04,2.93886e+04,2.16170e+01
609,2.94765e+04,2.93788e+04,3.10833e+01
610,2.94765e+04,2.93903e+04,2.12656e+01
611,2.94765e+04,2.90726e+04,1.23228e+02
612,2.94765e+04,2.90716e+04,1.23550e+02
613,2.94765e+04,2.90778e+04,1.29204e+02
614,2.95518e+04,2.93950e+04,2.34737e+01
615,2.94765e+04,2.93828e+04,2.29249e+01
616,2.94765e+04,2.93781e+04,3.22830e+01
617,2.94765e+04,2.94371e+04,4.97615e+01
618,2.94765e+04,2.94342e+04,4.76939e+01
619,2.94765e+04,2.93818e+04,2.59885e+01
620,2.94765e+04,2.91965e+04,1.12162e+02
621,2.94765e+04,2.92174e+04,6.52691e+02
622,2.94765e+04,2.94258e+04,4.76268e+01
623,2.94765e+04,2.94238e+04,4.89528e+01
624,2.94765e+04,2.94196e+04,4.88888e+01
625,2.94765e+04,2.94145e+04,4.17284e+01
626,2.94765e+04,2.92177e+04,5.79915e+02
627,2.94765e+04,2.92179e+04,5.07501e+02
628,2.94765e+04,2.92198e+04,4.35456e+02
629,2.94765e+04,2.93130e+04,4.73783e+02
630,2.94765e+04,2.93184e+04,3.98703e+02
631,2.94765e+04,2.93137e+04,5.49735e+02
632,2.94765e+04,2.93134e+04,6.61498e+02
633,2.94765e+04,2.93136e+04,5.87137e+02
634,2.94765e+04,2.92258e+04,3.28926e+02
635,2.94765e+04,2.91894e+04,4.21627e+02
636,2.94765e+04,2.92237e+04,4.00631e+02
637,2.94765e+04,2.93132e+04,7.35791e+02
638,2.94765e+04,2.93442e+04,9.32903e+01
639,2.94765e+04,2.93185e+04,3.23056e+02
640,2.94765e+04,2.93131e+04,8.10174e+02
641,2.94765e+04,2.93097e+04,9.24606e+02
642,2.94765e+04,2.92152e+04,1.31827e+02
643,2.94765e+04,2.92146e+04,1.02897e+02
